Applicable_Compliance_Frameworks,Control_ID,Control_Category,Control_Status_Distribution,Compliance_Maturity_Level,Control_Testing_Frequency,Business_Impact,Annual_Revenue,Penalty_Risk_Assessment,Remediation_Cost,Asset_Type,Data_Sensitivity_Classification,Organizational_Unit,Business_Area,Geographic_Scope,Industry_Sector,Audit_Type,Audit_Finding_Severity,Repeat_Finding,Compliance_Owner,Evidence_Freshness_Days,Audit_Preparation_Score,Incident_Type,Incident_Notification_Compliance,Incident_Cost_Impact,Revenue_Category,Risk_Exposure_Ratio,ROI_Potential,Compliance_Score,Financial_Risk_Score,Asset_Risk_Index,Audit_Readiness_Score,Incident_Impact_Score,Composite_Risk_Score
ISO27001,A.11.9.5,Technical,Partially_Compliant,3.9,Weekly,Low,3127634903.36,90075.89,500.0,E-Commerce-Platform,Internal,Policy and Compliance,Asset Management,SE,Government,ISO-Audit,Medium,True,paul.spears@gov.org - Compliance Manager,1,0.902,No_Incident,True,0.0,Large,2.880000152934474e-05,10.0,77.0175,0.6974898717968501,63.75000000000001,78.04999999999998,22.75,26.44237196153906
PCI-DSS,Req 2.2.2,Preventive,Non_Compliant,3.6,Weekly,Medium,179392092.13,500000.0,25354.95,API,Regulated,Risk Management,Transaction Security,NL,Financial-Services,Certification,Low,True,alexander.peterson@finserv.com - Card Data Security Officer,2,0.687,Vendor_Risk,False,179048.22,Mid-Market,0.002787190862558564,10.0,55.11000000000001,1.525725168911463,83.5,75.675,76.63243108353967,47.881703767381374
NIST-CSF,SA-27,Hybrid,Compliant,3.7,Monthly,High,100923474628.03,2422163.39,1393.07,Virtual-Machine,Internal,Security Operations,Cybersecurity,US,Manufacturing,External,Low,False,michael.wallace@corp.com - Security Manager,29,0.914,Policy_Violation,False,28346.95,Enterprise,2.3999999989370957e-05,10.0,81.5,1.404288016563749,55.50000000000001,91.35,59.88130414520825,30.897547234010776
ISO27001,A.18.9.2,Hybrid,Partially_Compliant,3.5,Weekly,Low,142156218.03,20470.5,500.0,E-Commerce-Platform,Restricted,Policy and Compliance,Compliance,CA,Government,Penetration-Test,Low,True,steven.newton@gov.org - Audit Manager,3,0.863,No_Incident,True,0.0,Mid-Market,0.00014400003238465445,10.0,72.7125,0.6824539798880017,78.75,80.075,22.75,31.2641111939664
SOC2,CC3.1,Detective,Compliant,3.2,Weekly,Medium,19256985321.86,231083.82,6642.29,API,Internal,Data Protection Office,Trust Services Criteria,NL,Technology,Internal,High,False,jason.wolfe@tech.io - Risk Manager,0,0.776,No_Incident,True,0.0,Enterprise,1.1999999799432781e-05,10.0,74.1,1.1131684828975963,59.25,80.39999999999999,21.5,25.92145054486928
SOC2,CC5.6,Detective,In_Progress,3.1,Weekly,Medium,6041704859.47,96667.28,500.0,POS-System,Public,Security Operations,Processing Integrity,ZA,Telecommunications,Internal,Observation,False,emily.scott@corp.com - Security Manager,0,0.61,Compliance_Violation,False,142065.56,Large,1.6000000372159852e-05,10.0,56.49999999999999,1.0992241158665468,50.5,84.5,74.38122966145222,38.706013167050415
NIST-CSF,AT-2,Preventive,Compliant,3.7,Weekly,Medium,6780301571.08,27121.21,3174.71,E-Commerce-Platform,Public,Information Security,Business Continuity,CA,Defense,Penetration-Test,Informational,False,antonio.phelps@corp.com - Risk Manager,5,1.0,No_Incident,True,0.0,Large,4.000000548011023e-06,7.542893681627613,87.14999999999999,1.4130728428157395,58.75,95.0,22.75,22.873921852844724
CIS-Controls,Control 13.6,Compensating,Compliant,4.0,Weekly,Negligible,5353502284.14,6424.2,1077.75,API,Internal,Privacy Office,Endpoint Security,CH,Defense,Compliance-Assessment,Informational,False,tammy.welch@corp.com - Audit Manager,7,0.907,No_Incident,True,0.0,Large,1.1999994880047015e-06,4.960751565762004,81.1125,0.1980219623610414,62.25000000000001,92.67500000000001,19.0,24.14378158870832
SOC2,CC1.1,Hybrid,Compliant,4.1,Quarterly,Medium,401367081.11,1605.47,500.0,Virtual-Machine,Public,Information Security - GRC,Processing Integrity,US,Financial-Services,Compliance-Assessment,Low,False,anna.reed@finserv.com - Audit Manager,12,0.943,Transaction_Error,False,99714.85,Mid-Market,4.000004174632347e-06,2.21094,86.62500000000001,1.472578366989921,55.49999999999999,92.07499999999999,45.99691048906981,26.859905607910935
NIST-CSF,MP-7,Preventive,Non_Compliant,2.6,Weekly,Low,558569055.48,33514.14,24505.96,Database,Internal,Compliance and Governance,Business Continuity,BR,Manufacturing,Penetration-Test,Medium,False,jared.mercer@corp.com - Risk Manager,2,0.492,Data_Breach,False,2737587.98,Mid-Market,5.999999404048619e-05,0.3675913940935185,46.35,0.4807726472273498,61.25000000000001,77.8,84.09342060993549,45.687915916155305
NIST-CSF,CP-13,Preventive,Partially_Compliant,4.0,Weekly,Critical,14688419670.18,10575662.16,22815.02,Server,Confidential,Fraud Prevention,Cybersecurity,GB,Financial-Services,Internal,Critical,True,mike.carter@finserv.com - Risk Manager,1,0.92,No_Incident,True,0.0,Enterprise,0.0007199999998277827,10.0,79.86000000000001,2.949182951201757,68.5,71.00000000000001,22.75,27.594754885360523
ISO27001,A.11.6.3,Preventive,Non_Compliant,3.1,Weekly,Medium,59321791807.7,2966089.59,1647.53,Virtual-Machine,Public,Medical Device Security,Compliance,CH,Healthcare,Regulatory,Best-Practice,True,leslie.craig@health.org - Risk Manager,3,0.594,Patient_Data_Exposure,False,136818.01,Enterprise,4.9999999993509975e-05,10.0,55.11000000000001,1.4319000499908547,51.5,74.85,47.590366109039984,34.04514323680525
SOC2,CC9.2,Detective,In_Progress,3.6,Weekly,Low,55523036737.3,3553474.35,15328.74,Database,Confidential,Product Security,Confidentiality,CA,Technology,ISO-Audit,Medium,False,anthony.weber@tech.io - Security Manager,5,0.792,No_Incident,True,0.0,Enterprise,6.399999997861788e-05,10.0,56.05,0.5888963865101882,71.25,85.3,21.5,33.27666891595305
ISO27001,A.8.1.5,Compensating,Non_Compliant,3.5,Weekly,Medium,32651370700.62,4897705.61,1351.77,IoT-Device,Internal,Cloud Security Engineering,Operations Security,CA,Technology,Vendor,Critical,False,garrett.bell@tech.io - Security Manager,1,0.659,No_Incident,True,0.0,Enterprise,0.00015000000015028467,10.0,48.83,1.1151000579622434,57.99999999999999,74.47500000000001,22.75,32.17703001738867
PCI-DSS,Req 11.2.2,Compensating,Non_Compliant,3.5,Weekly,High,473232324.01,500000.0,2000.26,Physical-Server,Financial-Data,Risk Management,E-commerce Security,US,Financial-Services,Third-Party-Risk,Critical,True,ryan.forbes@finserv.com - Payment Security Manager,5,0.631,Data_Breach,False,6526475.57,Mid-Market,0.0010565634987973356,10.0,53.790000000000006,2.2050827374036244,86.75,63.77499999999999,87.53669695809347,51.40886421283979
SOC2,CC6.1,Preventive,Remediation_Required,4.0,Weekly,Critical,21415167630.55,7709460.35,1003.91,Endpoint,Internal,Fraud Prevention,Privacy,BR,Financial-Services,External,Low,False,andrew.mcpherson@finserv.com - Compliance Manager,1,0.717,Data_Breach,False,13430240.94,Enterprise,0.000360000000140181,10.0,58.05250000000001,2.94234008907173,57.00000000000001,86.425,84.57020959091611,42.533618944904745
ISO27001,A.16.5.5,Detective,Compliant,3.2,Weekly,Critical,579252268.79,69510.27,784.15,IoT-Device,Confidential,IT Risk Management,Compliance,CH,Transportation,Third-Party-Risk,High,False,angela.henry@corp.com - Audit Manager,0,0.911,No_Incident,True,0.0,Mid-Market,0.00011999999610739549,10.0,81.74999999999999,1.8314416244268568,62.0,83.77499999999999,22.75,25.161932487328063
SOC2,CC1.2.3,Detective,Compliant,4.2,Weekly,High,1417111483.29,34010.68,522.62,IoT-Device,Internal,Privacy Office,Processing Integrity,NL,Financial-Services,Vendor,Low,False,jimmy.morse@finserv.com - Risk Manager,1,1.0,Access_Violation,False,124371.71,Large,2.4000003105641338e-05,10.0,91.30000000000001,2.204456700764641,63.0,93.5,68.98681274355994,32.38369955894137
NIST-CSF,AT-9,Preventive,Compliant,3.9,Weekly,Medium,512461673.85,30747.7,782.23,IoT-Device,Restricted,Information Assurance,Incident Response,JP,Government,Penetration-Test,Best-Practice,False,david.lawson@gov.org - Risk Manager,1,0.928,No_Incident,True,0.0,Mid-Market,5.999999915896149e-05,10.0,88.2,1.3185225948939032,74.0,93.2,22.75,26.395556778468173
NIST-CSF,PE-2,Hybrid,Not_Assessed,3.4,Quarterly,Low,45833566132.47,1100005.59,11365.12,Application,Internal,Internal Audit,Cybersecurity,AU,Manufacturing,Vendor,Best-Practice,False,melissa.davis@corp.com - Audit Manager,25,0.568,Policy_Violation,True,11493.39,Enterprise,2.400000006154267e-05,10.0,53.25,0.5042882975587326,53.99999999999999,84.2,46.901214821209116,34.71902945350944
ISO27001,A.9.4,Corrective,Partially_Compliant,3.4,Monthly,High,5047402988.7,242275.34,21406.68,Application,Public,Security Operations,Access Control,NL,Telecommunications,Vendor,Medium,False,jeffery.gay@corp.com - Security Manager,13,0.714,Configuration_Error,False,26463.27,Large,4.799999931497445e-05,10.0,66.19999999999999,1.6246779375690152,51.0,83.35000000000001,61.55664979689093,33.99873334064889
SOC2,CC9.6,Preventive,Partially_Compliant,3.6,Weekly,Low,25112084747.83,2410760.14,24683.39,Cloud-Service,Confidential,Clinical IT Security,Security,FR,Healthcare,Internal,Low,False,ashley.white@health.org - Audit Manager,12,0.867,Policy_Violation,True,43706.73,Enterprise,9.600000016758146e-05,10.0,74.91,0.7577297692747613,67.75000000000001,90.17500000000001,47.101395629008735,32.85759805658418
NIST-CSF,PS-29(8),Preventive,Non_Compliant,3.9,Weekly,Medium,66063756.23,49547.82,7471.68,Data-Store,Restricted,Fraud Prevention,Incident Response,AU,Financial-Services,ISO-Audit,Best-Practice,True,erik.waters@finserv.com - Security Manager,0,0.6,Policy_Violation,False,17934.49,SME,0.0007500000427995646,5.631416227675703,58.135000000000005,1.4679648870505195,80.0,75.0,59.38428311539437,42.78349608919403
ISO27001,A.7.11.5,Physical,Partially_Compliant,3.2,Monthly,Low,10428270010.12,1501670.88,812.71,Server,Restricted,IT Risk Management,Asset Management,CA,Manufacturing,Regulatory,High,True,jessica.morales@corp.com - Security Manager,18,0.762,No_Incident,True,0.0,Enterprise,0.00014399999986025675,10.0,66.25,0.5057280935183411,67.5,70.05,22.75,30.014218428055504
CIS-Controls,Control 15.8,Corrective,Not_Assessed,3.5,Monthly,Low,2227799159.55,17822.39,4035.98,Backup-System,Public,Cloud Security Engineering,Vulnerability Management,FR,Technology,Vendor,High,True,ricky.potter@tech.io - Security Manager,27,0.724,Network_Intrusion,False,1385580.45,Large,7.999998529310873e-06,3.4158766891808185,49.138749999999995,0.5741145362816509,48.5,69.1,76.10408015107303,40.233362891099105
ISO27001,A.12.5.1,Hybrid,Partially_Compliant,3.5,Quarterly,High,301252613.97,14460.13,6319.26,API,Public,Information Security - GRC,Information Security,JP,Financial-Services,Compliance-Assessment,Critical,True,robert.greene@finserv.com - Risk Manager,120,0.763,Configuration_Error,False,29313.38,Mid-Market,4.800001503535501e-05,1.2882631827144315,72.05000000000001,2.1859518558535345,56.25,55.074999999999996,61.667701783192186,34.03932591339449
ISO27001,A.7.3,Preventive,Non_Compliant,3.2,Weekly,Medium,504075243.75,75611.29,500.0,POS-System,Internal,Security Architecture,Compliance,US,Technology,Regulatory,Medium,True,luis.cox@tech.io - Audit Manager,1,0.481,Access_Violation,False,61497.52,Mid-Market,0.0001500000068194184,10.0,48.06999999999999,1.08710138877704,62.5,67.525,69.47216166083824,42.82806274880076
CIS-Controls,Control 10.6,Hybrid,Not_Assessed,4.4,Monthly,Medium,103950937624.93,31185281.29,500.0,Payment-System,Restricted,Privacy Office,Security Operations,DE,Manufacturing,Customer,Low,False,daniel.dyer@corp.com - Compliance Manager,6,0.779,No_Incident,True,0.0,Enterprise,0.00030000000002425184,10.0,56.75,0.9576000057722447,76.25,87.97500000000001,19.0,33.96228000173167
SOC2,CC6.5.5,Preventive,Non_Compliant,4.3,Weekly,High,28973621372.32,8692086.41,1975.19,Network-Device,Internal,Fraud Prevention,Processing Integrity,DE,Financial-Services,Compliance-Assessment,Low,True,susan.gill@finserv.com - Compliance Manager,0,0.812,Access_Violation,False,225519.9,Enterprise,0.000299999999941464,10.0,57.58500000000001,2.228700129525706,60.5,78.8,69.63296699008116,40.32395343687394
ISO27001,A.14.12,Corrective,Compliant,3.1,Monthly,Low,1673401901.16,8032.33,1173.29,E-Commerce-Platform,Internal,Retail Security,Compliance,IN,Retail,External,Best-Practice,False,louis.nichols@retail.com - Risk Manager,7,0.759,Documentation_Gap,True,16264.1,Large,4.800000522547512e-06,5.845988630261913,77.99999999999999,0.533063311489563,58.75,88.97500000000001,50.77814184431592,30.503047362310056
ISO27001,A.15.1,Compensating,Compliant,4.3,Monthly,Low,10976492222.62,175623.88,2590.29,Virtual-Machine,Confidential,Risk Management Bureau,Operations Security,GB,Government,Certification,Best-Practice,False,philip.trevino@gov.org - Audit Manager,9,1.0,No_Incident,True,0.0,Enterprise,1.600000040432589e-05,10.0,86.36250000000001,0.714272401181758,66.5,95.0,22.75,24.798656720354526
ISO27001,A.5.9,Technical,Non_Compliant,3.5,Weekly,High,70972775051.44,21291832.52,6825.0,IoT-Device,Internal,IT Risk Management,Access Control,JP,Energy,SOC-Audit,High,True,troy.marshall@energy.com - Risk Manager,5,0.516,Access_Violation,False,66208.1,Enterprise,0.0003000000000643627,10.0,52.099999999999994,1.9941001634792728,60.0,63.89999999999999,69.55229421106826,41.48368889125744
NIST-CSF,RA-22,Physical,Partially_Compliant,3.3,Weekly,High,1357434745.54,651568.68,2118.19,Virtual-Machine,Confidential,Information Security,Risk Management,SG,Manufacturing,Regulatory,Critical,False,margaret.cole@corp.com - Risk Manager,0,0.675,No_Incident,True,0.0,Large,0.0004800000015770924,10.0,67.0,1.3977618725420855,61.5,74.875,22.75,28.594328561762627
ISO27001,A.7.1.1,Preventive,Compliant,3.1,Weekly,Low,103524756.02,1000.0,496.13,API,Public,HIPAA Compliance Office,Compliance,DE,Healthcare,Customer,Medium,False,sandra.thompson@health.org - Audit Manager,3,0.877,No_Incident,True,0.0,Mid-Market,9.65952530046832e-06,1.015600749803479,89.375,0.7201824977399257,56.250000000000014,87.425,22.75,21.484804749321984
PCI-DSS,Req 1.8,Physical,Compliant,3.8,Weekly,Negligible,539198783.72,6470.39,2890.25,Mobile-Device,Confidential,Internal Audit,Payment Security,CA,Financial-Services,External,Informational,False,keith.patel@finserv.com - Card Data Security Officer,10,0.901,No_Incident,True,0.0,Mid-Market,1.2000008522571153e-05,1.238695614566214,90.47500000000001,0.19023818467117812,63.74999999999999,92.525,25.25,23.42582145540135
ISO27001,A.9.5,Detective,Compliant,2.9,Weekly,Medium,2449672473.94,9798.69,686.47,Physical-Server,Public,Data Protection Office,Asset Management,BR,Technology,Compliance-Assessment,Informational,False,matthew.marshall@tech.io - Risk Manager,12,0.758,Configuration_Error,False,6601.73,Large,4.000000042552628e-06,10.0,76.23749999999998,1.0990563923216141,52.5,88.94999999999999,60.04930884597384,31.405203686891255
COBIT,DSS6.1,Compensating,Compliant,3.8,Monthly,High,97569094.03,1000.0,500.0,Endpoint,Public,IT Risk Management,Risk Management,CH,Defense,Third-Party-Risk,Medium,False,gerald.solomon@corp.com - Security Manager,6,0.895,No_Incident,True,0.0,SME,1.0249147129443731e-05,1.0,77.17500000000001,2.0521937088807465,49.00000000000001,87.87499999999999,19.0,22.371908112664226
ISO27001,A.18.1,Hybrid,In_Progress,3.8,Quarterly,Low,793603424.76,50790.62,853.87,Physical-Server,Confidential,Payment Security,Compliance,GB,Financial-Services,Internal,Medium,False,patrick.delgado@finserv.com - Audit Manager,120,0.677,No_Incident,True,0.0,Mid-Market,6.400000102741493e-05,10.0,66.0,0.7612180443063138,73.50000000000001,70.425,22.75,31.653365413291898
ISO27001,A.9.7,Compensating,Compliant,2.8,Monthly,Low,10269082.79,1000.0,500.0,Virtual-Machine,Public,Product Security,Access Control,GB,Technology,Customer,Low,False,terri.jenkins@tech.io - Audit Manager,45,0.767,Network_Intrusion,False,616301.17,SME,9.737968039110532e-05,1.0,71.01249999999999,0.5474314813017492,49.5,81.675,78.9744842422107,35.58100129283267
CIS-Controls,Control 9.2,Administrative,Compliant,2.4,Quarterly,Medium,87141457.56,1045.7,500.0,E-Commerce-Platform,Internal,Security Operations,Endpoint Security,AU,Manufacturing,Vendor,Best-Practice,False,dana.montgomery@corp.com - Audit Manager,13,0.726,No_Incident,True,0.0,SME,1.2000028795478872e-05,1.0914000000000001,69.0,0.9181508857020316,57.75,88.14999999999999,19.0,26.26294526571061
ISO27001,A.14.4,Technical,Non_Compliant,3.0,Daily,High,291480174.54,29148.02,11264.55,Cloud-Service,Public,Patient Data Protection,Operations Security,GB,Healthcare,Third-Party-Risk,Critical,False,dillon.harvey@health.org - Risk Manager,0,0.476,System_Outage,True,352838.14,Mid-Market,0.00010000000873472784,1.587588496655437,56.21000000000001,2.071869563001532,54.75000000000001,69.89999999999999,62.868941887175446,37.830349246335544
PCI-DSS,Req 10.3,Detective,Not_Assessed,2.9,Weekly,Low,1418117398.75,500000.0,1919.34,Virtual-Machine,Financial-Data,Store Operations Security,Transaction Security,DE,Retail,Customer,High,False,yolanda.greene@retail.com - Card Data Security Officer,9,0.442,Policy_Violation,False,14875.78,Large,0.0003525801181486985,10.0,53.25,0.5375853010108554,73.75,72.05,61.68127235161974,42.622530060627206
ISO27001,A.14.8,Administrative,Compliant,3.7,Annual,Low,4975010726.26,23880.05,4320.58,Backup-System,Internal,Fraud Prevention,Compliance,ZA,Financial-Services,Regulatory,Medium,False,jessica.dougherty@finserv.com - Risk Manager,156,0.765,Policy_Violation,False,5926.69,Large,4.799999701297528e-06,4.5270472945761915,84.42500000000001,0.7790928500615208,57.49999999999999,72.625,58.182213708240546,30.138920596666562
ISO27001,A.12.11,Corrective,Partially_Compliant,2.5,Monthly,Low,26687785.81,1000.0,500.0,E-Commerce-Platform,Public,Security Architecture,Operations Security,US,Technology,SOC-Audit,Medium,False,mark.wright@tech.io - Compliance Manager,45,0.476,Network_Intrusion,False,821779.79,SME,3.7470324706566585e-05,1.0,58.614999999999995,0.5465508137731865,56.75,71.39999999999999,79.28688996237273,40.5550932366065
SOC2,CC9.1.3,Physical,Non_Compliant,2.8,Monthly,Critical,252265499.31,37839.82,3434.39,Physical-Server,Public,HIPAA Compliance Office,Privacy,NL,Healthcare,External,Critical,True,ashley.kennedy@health.org - Security Manager,4,0.554,Privacy_Breach,False,11174927.51,Mid-Market,0.00014999998058989433,10.0,47.300000000000004,2.7477245051894923,57.50000000000001,61.849999999999994,84.37061188369074,45.248439728295
PCI-DSS,Req 7.5,Administrative,Compliant,3.8,Annual,Medium,23384449747.79,500000.0,52594.9,Payment-System,Confidential,Fraud Prevention,Cardholder Data Protection,SG,Financial-Services,Regulatory,Low,False,christopher.wood@finserv.com - PCI Compliance Manager,326,0.867,Transaction_Error,False,43191.49,Enterprise,2.1381730397451563e-05,8.506625167078937,82.22500000000001,1.5109105262434455,77.25,72.175,48.83852060343253,33.97722727855954
ISO27001,A.17.1.2,Preventive,Remediation_Required,1.7,Weekly,Medium,18095666.06,1000.0,220.13,Backup-System,Public,Information Security,Information Security,DE,Transportation,External,Best-Practice,True,julia.stephenson@corp.com - Security Manager,0,0.255,Training_Deficiency,False,16529.88,SME,5.5261850914151984e-05,3.54277018125653,45.025,0.91867773996046,46.5,66.375,59.29573993322861,37.50350130863386
ISO27001,A.8.6.5,Corrective,Not_Assessed,3.7,Monthly,Low,164733929.89,9884.04,2746.33,Application,Internal,Cybersecurity Division,Asset Management,SG,Government,Vendor,High,True,destiny.arnold@gov.org - Compliance Manager,1,0.717,No_Incident,True,0.0,Mid-Market,6.0000025535723e-05,2.5989993919157572,60.611250000000005,0.6810483416568482,62.0,68.925,22.75,30.101502002497053
SOC2,CC7.2.1,Hybrid,Compliant,2.7,Quarterly,Medium,41837758.57,1000.0,417.31,SCADA-System,Internal,Privacy Office,Security,CH,Healthcare,Vendor,Medium,False,michelle.jefferson@health.org - Risk Manager,5,0.668,Privacy_Breach,False,1688660.29,SME,2.390185407105092e-05,1.3963001126261054,78.92500000000001,1.3774481874421793,67.25,82.19999999999999,82.31885636987845,38.95825573020834
ISO27001,A.17.8.4,Preventive,Partially_Compliant,2.8,Weekly,High,793258986.06,571146.47,3750.0,E-Commerce-Platform,Restricted,Academic Compliance,Access Control,NL,Education,Vendor,Informational,True,evan.wood@edu.org - Compliance Manager,1,0.586,No_Incident,True,0.0,Mid-Market,0.0007200000000463909,10.0,67.85,1.272925200067667,72.74999999999999,74.64999999999999,22.75,31.1568775600203
ISO27001,A.11.1.5,Administrative,Compliant,3.5,Monthly,Medium,28782305.26,1151.29,500.0,SCADA-System,Confidential,Policy and Compliance,Compliance,CA,Government,Regulatory,Low,False,nancy.thompson@gov.org - Risk Manager,29,0.99,Data_Breach,True,1952101.73,SME,3.999992320281575e-05,1.3025799999999998,85.83749999999999,1.3012095307278386,74.25,93.25,71.72625667202823,36.838739193624
SOC2,CC8.3,Physical,Partially_Compliant,2.6,Monthly,Medium,151175890.58,10884.66,500.0,Payment-System,Internal,Internal Audit,Processing Integrity,DE,Transportation,Compliance-Assessment,Low,False,sharon.morse@corp.com - Security Manager,45,0.555,Configuration_Error,True,20058.23,Mid-Market,7.199997273533508e-05,10.0,59.50000000000001,0.9308679685596466,62.24999999999999,76.375,48.00578564509469,35.56791751958683
ISO27001,A.5.4.3,Administrative,Remediation_Required,2.2,Monthly,Critical,37040764.97,44448.92,500.0,Container,Confidential,Customer Data Protection,Access Control,GB,Retail,Penetration-Test,High,False,marcus.carter@retail.com - Risk Manager,8,0.233,Documentation_Gap,True,20895.11,SME,0.0012000000549664675,10.0,45.49999999999999,1.9851175489482609,61.25000000000001,66.82500000000002,51.05016361446736,39.74306798757796
NIST-CSF,MA-16,Detective,Compliant,3.5,Daily,High,4151314955.34,498157.79,112125.0,Data-Store,Restricted,Health Information Management,Risk Management,GB,Healthcare,SOC-Audit,Critical,False,patricia.clark@health.org - Audit Manager,0,0.971,No_Incident,True,0.0,Large,0.00011999999888208914,3.44287884057971,91.85,2.090208617105336,82.0,82.27499999999999,22.75,27.714562585131603
ISO27001,A.11.10,Hybrid,Partially_Compliant,3.0,Quarterly,Low,28685850005.3,4130762.4,500.0,Container,Restricted,Privacy Office,Information Security,SE,Telecommunications,SOC-Audit,Low,True,steven.sanchez@corp.com - Risk Manager,120,0.53,No_Incident,True,0.0,Enterprise,0.00014399999997339455,10.0,63.0,0.5900160244019024,67.25,59.75,22.75,30.789504807320572
CIS-Controls,Control 5.6,Compensating,Non_Compliant,3.1,Monthly,Medium,74353304289.82,11152995.64,2984.64,Payment-System,Internal,Security Operations,Security Operations,US,Manufacturing,SOC-Audit,High,True,carrie.fritz@corp.com - Risk Manager,10,0.503,No_Incident,True,0.0,Enterprise,0.00014999999995329058,10.0,42.9,0.955800048169027,64.25,63.574999999999996,19.0,34.4242400144507
NIST-CSF,SI-2,Administrative,Compliant,3.3,Monthly,Medium,5259444268.48,210377.77,500.0,Payment-System,Confidential,Information Security,IT Governance,AU,Manufacturing,External,Medium,False,laura.kaufman@corp.com - Compliance Manager,45,0.862,No_Incident,True,0.0,Large,3.9999999859452836e-05,10.0,79.5,0.9424801140788074,67.25,81.05,22.75,26.770244034223644
ISO27001,A.15.8,Physical,Partially_Compliant,2.7,Monthly,Medium,12428750444.36,894870.03,635.55,Payment-System,Internal,Privacy Office,Access Control,CH,Telecommunications,Vendor,High,True,vincent.rodriguez@corp.com - Risk Manager,30,0.691,Training_Deficiency,False,9238.31,Enterprise,7.199999983957196e-05,10.0,63.74999999999999,1.1140080715874126,63.24999999999999,68.275,58.664098847319266,36.94202219094007
ISO27001,A.16.1.4,Preventive,Partially_Compliant,3.9,Weekly,Low,147635778610.89,14173034.75,500.0,Payment-System,Confidential,Compliance and Governance,Access Control,CA,Energy,Regulatory,Medium,False,cassandra.rivera@energy.com - Compliance Manager,3,0.896,Data_Breach,False,2212871.58,Enterprise,9.600000002272186e-05,10.0,73.35,0.7156320057577982,74.25,87.9,83.86239101855509,42.212167805438355
PCI-DSS,Req 2.7.2,Technical,Compliant,3.8,Weekly,Medium,236520930.6,28382.51,2671.84,API,Confidential,Internal Audit,Cardholder Data Protection,US,Financial-Services,Certification,Low,False,samantha.moore@finserv.com - PCI Compliance Manager,6,0.983,Configuration_Error,False,22912.12,Mid-Market,0.00011999999293085818,9.622832954069105,90.47500000000001,1.4748014630655273,73.25,93.075,63.90021057396942,33.91623255371354
SOC2,CC4.6,Hybrid,Non_Compliant,2.8,Quarterly,Critical,213222420.77,479750.45,1223.06,Virtual-Machine,Restricted,Retail Security,Trust Services Criteria,SG,Retail,Certification,Medium,False,steven.rivers@retail.com - Risk Manager,6,0.378,Configuration_Error,False,25640.89,Mid-Market,0.0022500000153243735,10.0,40.75,2.0117574570979535,69.5,74.94999999999999,60.27237508198434,44.845502253526256
NIST-CSF,AC-8,Physical,Not_Assessed,3.3,Weekly,Low,54946910.83,4395.75,500.0,Physical-Server,Confidential,Medical Device Security,Cybersecurity,JP,Healthcare,Internal,Low,True,adam.johnson@health.org - Audit Manager,3,0.603,Policy_Violation,False,20886.81,SME,7.999994783328204e-05,7.7915,62.14999999999999,0.7034563785077488,70.5,73.575,59.54973227099274,39.20848336775087
ISO27001,A.7.6.3,Hybrid,Partially_Compliant,3.4,Weekly,Medium,7664360018.78,183944.64,2140.63,IoT-Device,Public,Internal Audit,Compliance,CA,Insurance,Compliance-Assessment,High,False,erica.camacho@corp.com - Compliance Manager,1,0.798,No_Incident,True,0.0,Large,2.3999999941192743e-05,10.0,68.75,1.1778604189440776,52.0,80.95,22.75,25.715858125683223
NIST-CSF,PL-14,Compensating,Remediation_Required,3.4,Weekly,Medium,247823401.4,99129.36,2062.05,Virtual-Machine,Confidential,Regulatory Compliance,Cybersecurity,AU,Financial-Services,External,High,False,wendy.atkins@finserv.com - Security Manager,0,0.487,Policy_Violation,True,43752.79,Mid-Market,0.0003999999977403264,10.0,56.347500000000004,1.4801158091783821,65.5,73.175,48.35253919509847,37.402667581773215
ISO27001,A.17.7.2,Corrective,Partially_Compliant,3.2,Monthly,Medium,35283931028.27,12702215.17,32882.94,Application,Restricted,Compliance Engineering,Operations Security,ZA,Technology,External,Low,False,chad.butler@tech.io - Audit Manager,36,0.593,Access_Violation,False,128446.67,Enterprise,0.0003599999999949779,10.0,61.93999999999998,1.1180413047331228,69.0,77.325,70.2718155767741,41.15477550677476
SOC2,CC8.8.4,Compensating,Remediation_Required,3.1,Daily,Critical,751657934.6,1352984.28,2095.36,Server,Restricted,Retail Security,Processing Integrity,SG,Retail,Vendor,Low,True,jordan.baldwin@retail.com - Risk Manager,0,0.559,System_Outage,False,4560489.9,Mid-Market,0.0017999999969667054,10.0,48.72500000000001,2.005903623906879,69.5,72.475,76.39752898368212,46.075026883908485
SOC2,CC6.4,Technical,Partially_Compliant,3.8,Weekly,Low,46776224143.82,4490517.52,7605.0,IoT-Device,Confidential,Patient Data Protection,Trust Services Criteria,GB,Healthcare,Internal,Observation,False,david.frank@health.org - Audit Manager,3,0.912,Data_Breach,False,1819613.07,Enterprise,9.600000004688876e-05,10.0,76.01,0.7577282926495186,70.0,92.05,82.39994821578352,40.20480813095156
NIST-CSF,SC-8,Corrective,Partially_Compliant,2.9,Weekly,Low,171050437.71,16420.84,500.0,POS-System,Confidential,Academic Compliance,IT Governance,ZA,Education,SOC-Audit,Low,False,deborah.ferguson@edu.org - Security Manager,1,0.702,No_Incident,True,0.0,Mid-Market,9.599998818968237e-05,10.0,63.949999999999996,0.44105921529594205,61.5,86.05,22.75,29.069817764588784
